galaxy,R_kpc,Vobs_kms,e_Vobs_kms,Vbar2_kms2,delta_g_obs,sigma_delta_g,nfw_full_delta_g,nfw_outer_delta_g,iso_full_delta_g,log_full_delta_g,gap_nfw_full,gap_nfw_outer,gap_density_proxy_nfw_outer,is_inner,is_outer
NGC2403,7.95,126.0,0.24,4467.29245,1435.0575534591194,100.13844855301328,1387.9975059855394,1395.648008173203,1489.910176015541,1361.0885575830134,47.06004747357997,39.409545285916465,-600127.1609769223,False,True
NGC2403,8.45,127.0,1.45,4393.0326000000005,1388.8718816568048,104.91953514351835,1346.860010714869,1354.3320475031426,1424.2906394548804,1321.2274360886458,42.01187094193574,34.53983415366224,-753885.1576956055,False,True
NGC2403,8.94,128.0,1.12,4342.264950000001,1346.9502293064877,97.08353907305191,1308.4759762406584,1315.7793075161576,1364.252984821323,1284.365525116344,38.474253065829316,31.170921790330112,-866985.1627472,False,True
NGC2403,9.44,128.0,1.68,4293.79215,1280.7423569915254,98.01204716974877,1271.1476864483218,1278.2849100456644,1307.119755230175,1248.8129087959467,9.59467054320362,2.4574469458609656,-811445.5088531274,False,True
NGC2403,9.94,127.0,2.56,4232.8931,1196.7914386317907,104.2194118676133,1235.5559271007455,1242.5328775571445,1253.8900541856067,1215.1755453803235,-38.76448846895482,-45.741438925353805,-607762.4703266403,False,True
NGC2403,10.43,127.0,1.24,4218.03765,1141.9906375838925,83.00787567514435,1202.252970693089,1209.0782660428667,1205.240001924763,1183.923791760416,-60.26233310919656,-67.08762845897422,-427220.78277099505,False,True
NGC2403,10.93,128.0,0.21,4191.93485,1115.4679917657822,75.1108970585688,1169.7784651848224,1176.4542916803202,1158.9088461723952,1153.6488760723835,-54.310473419040136,-60.986299914537994,-94223.98632149177,False,True
NGC2403,11.43,130.0,1.13,4149.6648000000005,1115.51489063867,78.26939275552827,1138.7333926371462,1145.2648519225952,1115.6565868774346,1124.883714124484,-23.218501998476086,-29.74996128392513,300795.9916386929,False,True
NGC2403,11.92,130.0,2.23,4086.0737499999996,1074.9938129194632,85.97225387097893,1109.612074476991,1116.0067880748309,1076.013719844473,1098.052377469212,-34.61826155752783,-41.01297515536771,361834.1545016524,False,True
NGC2403,12.42,132.0,2.68,4040.3842999999997,1077.585805152979,90.36291789307195,1081.146801644559,1087.4066002803859,1038.1324394898547,1071.9615524268384,-3.560996491579999,-9.820795127406882,203108.78448842213,False,True
NGC2403,12.92,133.0,2.68,3984.55695,1060.7154063467492,87.92411918975428,1053.8706902961821,1060.0000408567216,1002.6344217284916,1047.0818384775548,6.844716050567058,0.7153654900275797,117091.20182134098,False,True
NGC2403,13.42,133.0,3.37,3889.09095,1028.3091691505217,93.83708632099949,1027.7149563344067,1033.7181329651505,969.3233409562707,1023.3308205122275,0.5942128161150322,-5.408963814628805,102167.26512186271,False,True
NGC2403,13.91,133.0,3.81,3778.4163,1000.0419626168224,96.70179136819593,1003.1078951994856,1008.991391494457,938.627911133746,1001.0774722155838,-3.0659325826632084,-8.94942887763466,27201.584689180218,False,True
NGC2403,14.41,133.0,2.56,3686.1297,971.7467244968772,77.46183434505696,978.9869683342334,984.7522215631095,909.1354353794779,979.3459882418566,-7.2402438373562745,-13.005497066232351,-81515.23805597537,False,True
NGC2403,14.91,134.0,0.56,3600.0868499999997,962.837904091214,61.050138930909384,955.8097520353614,961.4605164875396,881.3442871681549,958.5379560874406,7.028152055852615,1.3773876036743786,-58756.767626833425,False,True
NGC2403,15.4,134.0,0.79,3509.7093999999997,938.0708181818181,59.897808853759685,933.9623797256902,939.5044356922267,855.6305314452011,938.986448011022,4.108438456127942,-1.4336175104085669,32209.466910779476,False,True
NGC2403,15.9,133.0,0.67,3413.7936499999996,897.8117201257862,56.74385778692579,912.5062809285746,917.940824247143,830.8251387889147,919.8413411052924,-14.694560802788374,-20.129104121356818,137353.7218539039,False,True
NGC2403,16.4,134.0,2.35,3315.6593999999996,892.7036951219512,66.87033854614042,891.8516602340776,897.1819982188307,807.3577969245115,901.4613381491214,0.8520348878736286,-4.478303096879472,233147.03871438446,False,True
NGC2403,16.89,134.0,4.13,3202.6120499999997,873.4983984606275,84.38013966529488,872.3477599003497,877.5790547711872,785.5613769114703,884.1478871737493,1.1506385602777982,-4.080656310559675,236215.96625077777,False,True
NGC2403,17.39,136.0,3.91,3101.4149500000003,885.2550345025876,81.04497645162583,853.1603948265085,858.2936394232171,764.4566043969505,867.1534641766169,32.094639676079055,26.961395079370504,56845.053077919285,False,True
NGC2403,17.89,136.0,6.38,2995.1097,866.4555785354946,109.91616009780394,834.658815855962,839.6969328915493,744.4173823495771,850.8000285346353,31.796762679532662,26.75864564394533,-48304.91003559236,False,True
NGC2403,18.38,135.0,8.39,2895.0977,834.053443960827,132.8461723289176,817.1598984256613,822.1075135293034,725.7398535009881,835.3612323117314,16.8935455351658,11.945930431523607,11679.924915658263,False,True
NGC2403,18.88,133.0,7.83,2795.8587,788.8316366525423,119.85123251313182,799.9181088274331,804.7760443635447,707.5938056144124,820.1744386094732,-11.086472174890787,-15.944407711002327,-50246.35412972643,False,True
NGC2403,19.38,134.0,6.26,2731.0811,785.5995304437565,98.18379191553187,783.2671195497172,788.0379666955225,690.3069998535007,805.5299745485777,2.332410894039299,-2.4384362517660065,-130811.44983803607,False,True
NGC2403,19.87,136.0,5.6,2701.1781499999997,794.907994464016,89.68109319237648,767.4953219849101,772.1832393015984,674.1439476886146,791.6770526725344,27.412672479105936,22.724755162417637,7750.238108394231,False,True
NGC2403,20.37,135.0,5.24,2671.6721,763.5408885616101,82.61488931818215,751.9330545460244,756.538721242257,658.3929367504912,778.0240978730305,11.607834015585695,7.002167319353134,164780.59720294244,False,True
NGC2403,20.87,134.0,3.12,2646.2373499999994,733.5775107810254,58.78626465399058,736.882935599373,741.40865635192,643.3431343574498,764.8340667769222,-3.30542481834766,-7.831145570894591,179052.98187469004,False,True
NGC2683,2.89,189.0,10.0,26466.615029999994,3202.209332179933,1446.6140499263552,4098.537357171492,3141.9739626083715,3795.4183562074804,4643.979210683666,-896.3280249915588,60.23536957156148,4245463.317192305,True,False
NGC2683,5.77,212.0,5.0,29548.981920000002,2668.1140519930673,535.4222393307087,2852.071036968584,2345.4742117862893,2786.460158569664,2776.9040581259896,-183.95698497551666,322.639840206778,-928555.1127750278,True,False
NGC2683,8.66,206.0,5.0,21773.13843,2386.0117286374134,341.48984069553643,2126.418898633652,1834.6978119908624,2032.8936779580301,1978.6438029374121,259.59283000376126,551.313916646551,480067.0514543825,True,False
NGC2683,11.54,200.0,5.0,19117.04182,1809.6150935875219,245.09767112185358,1662.8960955086138,1485.863998748657,1577.8124502309754,1538.041841022253,146.71899807890804,323.7510948388649,504830.1132982728,True,False
NGC2683,14.43,172.0,12.0,14515.68528,1044.2352543312543,303.8823182060251,1343.7021859070885,1233.4995205062269,1282.222765534458,1257.1330098475376,-299.4669315758342,-189.2642661749726,-422525.0346482742,False,True
NGC2683,17.31,190.0,10.0,11870.881879999999,1399.7179734257654,243.0330483444287,1114.3519598694027,1045.117473183846,1078.3310613369072,1063.5565760504664,285.36601355636276,354.60050024191946,-307175.0744502561,False,True
NGC2683,20.2,169.0,10.0,9929.729870000001,922.3401054455444,181.64827410950556,942.0146579390923,899.1833496719938,929.0211283393365,921.213342029602,-19.674552493547935,23.15675577355057,77182.78301107221,False,True
NGC2683,23.08,150.0,10.0,8477.78558,607.5482850953207,138.82155132123373,809.5369600063914,784.1600117940534,815.9309186184012,812.806202404922,-201.9886749110707,-176.6117266987327,49751.25140500511,False,True
NGC2683,28.85,160.0,10.0,6632.03503,657.4684564991335,119.4629281305401,620.1026122144522,614.854706987141,655.4390535299518,657.7347717915555,37.365844284681316,42.61374951199252,-18568.999456379912,False,True
NGC2683,31.74,155.0,10.0,5989.5022,568.2261436672968,104.74497399855878,550.6924421372551,551.232048587869,596.5206605077897,600.365113625909,17.533701530041753,16.99409507942778,87623.4453087058,False,True
NGC2683,34.62,151.0,12.0,5467.265949999999,500.68555892547664,109.73687697877317,493.1803647313844,497.8001356350589,547.4266481593642,552.3538139655104,7.505194194092269,2.885423290417748,204109.38597368984,False,True
NGC2841,3.44,285.0,14.4,53501.630099999995,8059.119156976746,2662.146634979633,10084.82849037553,8647.764181521945,10228.199797119061,12111.942906541228,-2025.709333398784,-588.6450245451988,801867.5605019407,True,False
NGC2841,3.77,297.0,13.6,51431.30729999999,9755.356153846156,2441.364897276058,9766.747190613021,8414.823860339233,10104.7597460354,11450.190748019602,-11.391036766865,1340.5322935069235,11761712.183213593,True,False
NGC2841,4.13,303.0,8.47,50004.92662,10122.051665859564,1667.3312723642493,9438.429690159635,8172.447079281925,9903.155945937799,10806.111149705685,683.621975699929,1949.6045865776396,20271853.369016137,True,False
NGC2841,4.47,306.0,5.93,48879.738119999995,10012.586550335573,1325.20935290116,9144.922758999232,7954.065381053632,9670.67244736552,10260.990632154168,867.6637913363411,2058.5211692819403,17420485.4339357,True,False
NGC2841,4.8,307.0,5.93,47942.30081999999,9647.228995833337,1240.6632488313935,8874.324354661203,7751.274892623694,9421.123355796175,9782.04335940994,772.9046411721338,1895.954103209643,11849221.052195342,True,False
NGC2841,5.13,304.0,8.47,47247.298129999996,8804.815179337233,1348.7225150106194,8616.817312820835,7556.975289870494,9158.586655039104,9345.813370899637,187.99786651639806,1247.839889466739,9193093.912477976,True,False
NGC2841,5.48,308.0,8.47,46737.07591999999,8782.285416058396,1286.7287825233784,8357.032304380451,7359.627860485837,8874.301036131023,8923.740933449362,425.2531116779446,1422.6575555725585,5748841.467245259,True,False
NGC2841,5.83,313.0,12.7,46167.76108,8885.289694682677,1601.7359161757572,8110.032034939892,7170.731285344551,8590.171052042573,8538.144176806687,775.2576597427851,1714.5584093381258,6442521.405483317,True,False
NGC2841,6.16,314.0,9.32,45714.09832999999,8584.724297077923,1242.2816693634466,7888.07238032946,6999.9169175649085,8326.304061985791,8203.908265759743,696.6519167484621,1584.807379513014,7156523.354113832,True,False
NGC2841,6.51,315.0,6.78,45980.33338,8178.904242703534,1005.6325373654716,7663.489191598147,6826.036294964123,8053.454920424471,7876.870841016398,515.4150511053867,1352.8679477394107,899548.5417044609,True,False
NGC2841,6.86,317.0,8.47,46258.23535,7905.359278425655,1072.0162903143473,7449.3362849932555,6659.232950952922,7789.618630117505,7574.907653306779,456.02299343239974,1246.1263274727335,-4106501.5900904825,True,False
NGC2841,7.18,320.0,7.63,46360.65862999999,7804.922196378831,985.4195216645439,7262.0957525314725,6512.579646858822,7557.219768948553,7318.401126130827,542.8264438473589,1292.342549520009,-2924348.696487285,True,False
NGC2841,7.51,316.0,20.5,46503.11463,7104.245721704395,1848.8334736116137,7077.048440733446,6366.88786164755,7326.86825517944,7071.459612933938,27.19728097094867,737.3578600568444,-1121895.4099186151,True,False
NGC2841,7.85,318.0,23.4,46915.78618,6905.50494522293,2002.2746130615033,6894.436299499716,6222.364766972666,7099.611257462111,6833.879444612126,11.068645723213194,683.1401782502635,-2334712.139652896,True,False
NGC2841,8.21,321.0,8.48,47169.647919999996,6805.280399512789,912.9717989794904,6709.4470543625,6075.190123577845,6870.090248370696,6599.126443069643,95.83334515028855,730.0902759349437,-1095205.5293372343,True,False
NGC2841,8.57,323.0,8.66,47005.45228,6688.8620443407235,892.5398184897964,6532.541540251359,5933.709986599627,6651.756624184696,6379.965982843462,156.32050408936448,755.1520577410965,1592528.4347804792,True,False
NGC2841,8.9,321.0,12.7,46694.425480000005,6331.075788764044,1083.6818035117442,6377.061216626131,5808.7606307527985,6461.132898117341,6191.478901146818,-45.98542786208691,522.3151580112453,531804.260876389,True,False
NGC2841,9.24,323.0,11.0,46124.900870000005,6299.144927489177,954.0188260403036,6223.175450981094,5684.5279880750595,6273.879149880783,6008.584513599022,75.96947650808215,614.616939414117,-1357701.1037631258,True,False
NGC2841,9.6,323.0,10.4,45460.294129999995,6132.156861458334,886.018479069608,6066.824054256525,5557.721022044784,6085.273998670901,5826.351829748506,65.33280720180846,574.4358394135497,-627419.5328222839,False,True
NGC2841,9.93,322.0,13.6,45021.71317999999,5907.5817542799605,1024.944230896059,5929.126124036129,5445.548403409253,5920.6893958567325,5668.752970953389,-21.544369756168635,462.0333508707072,-411258.7027801473,False,True
NGC2841,10.27,321.0,13.6,44723.96102,5678.387437195715,987.1394840610191,5792.577737128645,5333.848604471759,5758.991982738995,5515.0539488791965,-114.19029993292952,344.53883272395615,-1989667.0261189293,False,True
NGC2841,10.6,323.0,9.32,44414.846679999995,5652.27861509434,751.5287606699412,5664.943858516157,5229.01802162378,5609.29074601958,5373.641613815804,-12.66524342181674,423.2605934705598,-1089071.6180420252,False,True
NGC2841,10.93,322.0,11.9,44131.63960000001,5448.523366880146,846.5131371362878,5541.889267445242,5127.556429553075,5466.335581385509,5239.299929403984,-93.36590056509613,320.9669373270708,589444.1227186329,False,True
NGC2841,11.27,321.0,11.0,43787.34695,5257.644458740018,775.6516290495628,5419.654806799356,5026.384970184719,5325.7150434433415,5107.736391600293,-162.01034805933796,231.25948855529896,324176.77212562965,False,True
NGC2841,12.31,323.0,4.24,42179.563780000004,5048.695062550772,478.6216526233262,5072.076088971848,4736.552162819322,4933.678660303056,4743.39696059107,-23.381026421076058,312.1428997314497,-1359988.804409215,False,True
NGC2841,14.35,319.0,4.24,37565.57342,4473.548890592335,401.56504653674216,4488.232785854149,4242.266957816804,4302.192809935637,4161.172734052349,-14.683895261814541,231.28193277553055,-849727.6178354006,False,True
NGC2841,16.4,308.0,4.24,32796.57342,3784.5991817073173,330.1684535350048,4005.1045335301287,3825.78248212938,3805.4546859031634,3704.2668411957966,-220.50535182281146,-41.18330042206253,-629819.1695602987,False,True
NGC2841,18.48,299.0,5.66,29239.84918,3255.473529220779,303.4040565029081,3596.3917714290187,3467.816150259682,3402.8777997929933,3332.9464301923435,-340.9182422082399,-212.34262103890342,-569002.1675446825,False,True
NGC2841,20.57,299.0,5.66,26969.281020000002,3035.0859980554205,272.5769063769442,3250.281148415611,3160.3914466556444,3073.885679251734,3027.960557170336,-215.19515036019038,-125.30544860022383,-342072.5233719807,False,True
NGC2841,22.51,298.0,5.66,25883.18373,2795.238394935584,247.72470664013855,2975.1656171910613,2913.0621600475765,2819.6316667619617,2790.904121222564,-179.92722225547732,-117.82376511199254,-104231.345980038,False,True
NGC2841,24.59,296.0,5.66,24300.773180000004,2574.836389589264,224.29109584768136,2720.099707821776,2681.28790349221,2589.1909554002305,2574.7799868465822,-145.26331823251212,-106.45151390294586,20159.763979722844,False,True
NGC2841,26.68,293.0,4.24,22036.90893,2391.757536356821,185.89557100870948,2497.857664666014,2477.307001694492,2392.183508880383,2388.8973638447856,-106.10012830919277,-85.54946533767088,78531.27885130534,False,True
NGC2841,28.77,289.0,4.24,20089.86703,2204.7665265901983,168.30195713450877,2303.730146315847,2297.506939643733,2222.685227448509,2228.046665722738,-98.96361972564864,-92.74041305353467,70470.31725683548,False,True
NGC2841,30.7,289.0,4.24,18665.40633,2112.560054397394,167.4643809346224,2145.3264488494715,2149.622610756422,2085.9647432253987,2097.6208750430796,-32.76639445207729,-37.062556359027894,19794.62400609021,False,True
NGC2841,32.79,288.0,4.24,17606.53233,1992.6034666056726,167.4643809346224,1992.8393804253326,2006.2255654672422,1955.5241245107682,1972.577077492893,-0.235913819660027,-13.622098861569611,-113749.84562375731,False,True
NGC2841,34.88,285.0,4.24,16997.589219999998,1841.382189793578,167.4643809346224,1857.189641362088,1877.7734159054783,1840.3076481073917,1861.6028348319999,-15.807451568510032,-36.39122611190032,-261611.24229622935,False,True
NGC2841,36.96,283.0,2.83,16630.783299999996,1716.9430925324675,167.4643809346224,1736.4458535306037,1762.70470522072,1738.2801529008475,1762.8992879850948,-19.502760998136182,-45.7616126882524,-309770.2379572151,False,True
NGC2841,38.9,275.0,2.83,16325.87955,1524.3989832904886,167.4643809346224,1634.8754428891264,1665.354938840249,1652.7497382007464,1679.8283655719329,-110.4764595986378,-140.95595554976035,-205963.04816894585,False,True
NGC2841,40.99,272.0,2.83,15895.47702,1417.1388870456208,167.4643809346224,1535.796312836856,1569.8886503835306,1569.4962321956832,1598.6714903991262,-118.65742579123526,-152.74976333790983,-18195.005580532652,False,True
NGC2841,43.08,271.0,2.83,15369.082600000002,1348.0017966573816,167.4643809346224,1446.0721184154493,1482.9918918560857,1494.1843266155468,1524.9950168054145,-98.07032175806762,-134.990095198704,211015.3309745933,False,True
NGC2841,45.16,274.0,4.24,14686.89932,1337.2254357838797,167.4643809346224,1364.8915217456242,1403.9934310144552,1426.047612185735,1458.1176424174353,-27.666085961744557,-66.76799523057548,468767.71552802064,False,True
NGC2841,47.1,277.0,4.24,13899.90078,1333.9511511677283,167.4643809346224,1295.5998129812215,1336.2727330328478,1367.845004366051,1400.8206634368632,38.35133818650684,-2.3215818651194695,503149.8572012782,False,True
NGC2841,49.19,281.0,4.24,13099.37577,1338.9230378125635,167.4643809346224,1227.0886964925612,1269.0428793971955,1310.213250352975,1343.9275661378967,111.8343413200023,69.88015841536799,404470.8626251691,False,True
NGC2841,51.27,286.0,4.24,12493.04887,1351.7252024575776,167.4643809346224,1164.520700748555,1207.4017013607174,1257.467111701904,1291.7166464202696,187.20450170902245,144.32350109686013,384913.9373372819,False,True
NGC2841,53.36,282.0,4.24,12136.30157,1262.8879016116941,167.4643809346224,1106.6691018549009,1150.1943256842094,1208.5641132270937,1243.1872403057191,156.21879975679326,112.69357592748474,339549.516549453,False,True
NGC2841,55.3,283.0,4.24,12057.54358,1230.2252517179024,167.4643809346224,1056.9972123197049,1100.9079432086223,1166.4455017184407,1201.2941380414243,173.22803939819755,129.3173085092801,251067.61278234626,False,True
NGC2841,57.38,288.0,5.66,12073.127180000001,1235.1145489717671,167.4643809346224,1007.6089290338575,1051.745268000163,1124.4214599493278,1159.4048763809806,227.50561993790961,183.3692809716042,286480.8308431387,False,True
NGC2841,59.47,287.0,5.66,12097.722969999999,1181.625643685892,167.4643809346224,961.6155145135879,1005.8168418197992,1085.1303909773774,1120.1570844245048,220.01012917230423,175.80880186609295,262409.26264310116,False,True
NGC2841,61.56,289.0,7.07,12000.37815,1161.8034738466536,167.4643809346224,918.903814952198,963.0368869205847,1048.485517934907,1083.4794935181717,242.89965889445557,198.76658692606884,87626.9079535709,False,True
NGC2841,63.64,294.0,7.07,11784.819420000002,1173.0229506599624,167.4643809346224,879.3417943665878,923.2983405580021,1014.3874622081802,1049.286813949567,293.68115629337456,249.72461010196025,-66141.055617334,False,True
NGC2903,0.32,44.0,8.0,19566.3763,-55094.9259375,2220.699495654466,1416.0313444844396,3143.3265626083285,147.23633493375908,1412.8718898953991,-56510.95728198443,-58238.25250010833,-91839232.92664492,True,False
NGC2903,0.64,64.0,8.0,20846.77895,-26173.092109375,1631.6862443496912,1415.057699641956,3076.8744920722306,293.07140554537654,1411.967137883473,-27588.149809016955,-29249.96660144723,51950293.83863074,True,False
NGC2903,0.96,128.0,8.0,21863.50245,-5707.815052083333,2297.670317710722,1414.0851839504858,3012.7567034171634,436.14805101778524,1411.0635438708782,-7121.900236033819,-8720.571755500496,97488404.90111789,True,False
NGC2903,1.28,148.0,8.0,24004.600950000004,-1641.0944921875027,2038.2821543213786,1413.1137955475926,2950.85835641001,575.1944342599186,1410.1611056358379,-3054.2082877350954,-4591.9528485975125,87286536.6325507,True,False
NGC2903,1.6,157.0,8.0,25532.0584,-551.9115000000011,1748.7804905423557,1412.143532576822,2891.07185650262,709.0598142308028,1409.259820962255,-1964.0550325768231,-3442.983356502621,14098302.011911284,True,False
NGC2903,1.92,189.0,8.0,26943.3691,4571.6827604166665,1829.196816209683,1411.1743931841884,2833.2962989618536,836.7428901810521,1408.3596876396944,3160.508367232478,1738.386461454813,-18819161.61958206,True,False
NGC2903,2.24,195.0,6.0,31633.5267,2853.3362946428574,1345.991512827194,1410.2063755200977,2777.4369630432207,957.4114941978462,1407.460703463365,1443.1299191227597,75.89933159963675,-24554346.967768777,True,False
NGC2903,2.56,201.0,6.0,38958.947499999995,563.301757812502,1228.970193779278,1409.2394777395002,2723.4048510536695,1070.413223576799,1406.5628662341012,-845.9377199269982,-2160.1030932411677,-43010380.314329684,True,False
NGC2903,2.88,214.0,4.0,42756.751650000006,1055.2945659722204,992.7233345802152,1408.2736980003658,2671.1162677441816,1175.2773679235665,1405.666173758346,-352.9791320281454,-1615.8217017719612,-37859875.06951113,True,False
NGC2903,3.2,215.0,4.0,45415.46054999999,252.98107812500348,900.3187674688563,1407.3090344655766,2620.492435993764,1271.7091100583066,1404.770623848132,-1154.327956340573,-2367.5113578687606,-14715652.731045214,True,False
NGC2903,3.52,215.0,4.0,44818.97445000001,399.43907670454297,818.4716067898694,1406.345485300999,2571.459145199921,1359.5774119503205,1403.8762143210636,-1006.906408596456,-2172.020068495378,-2452581.041321021,True,False
NGC2903,3.84,216.0,3.0,42331.01205,1126.2989453125008,694.9550345166226,1405.3830486770642,2523.946429189039,1438.8982214577509,1402.9829430003006,-279.08410336456336,-1397.6474838765382,990365.6187184994,True,False
NGC2903,4.8,214.0,2.0,38330.35964999999,1555.3417395833353,509.28531248592765,1402.502395809105,2389.8896977767486,1627.5151909909102,1400.3099365903859,152.8393437742302,-834.5479581934133,3860449.844746319,True,False
NGC2903,5.76,210.0,2.0,33398.821350000006,1857.843515624999,409.64957130132717,1399.6316903081367,2267.349263753846,1749.5881453115967,1397.6470962004998,458.21182531686236,-409.505748128847,3348081.893151262,False,True
NGC2903,6.72,205.0,2.0,28649.528550000003,1990.3975372023806,335.6521296396134,1396.7708833989454,2154.97208304648,1817.456503561415,1394.9943639453663,593.6266538034351,-164.57454584409925,2788457.46271134,False,True
NGC2903,7.68,203.0,1.0,25136.87455,2092.72466796875,318.88580177517935,1393.9199266173457,2051.604584928196,1843.8950211771266,1392.3516823783418,698.8047413514043,41.120083040554164,2225670.335726263,False,True
NGC2903,8.64,201.0,1.0,22609.14405,2059.2425868055557,318.88580177517935,1391.0787718073989,1956.257635344387,1840.2294415748268,1389.718994487268,668.1638149981568,102.98495146116875,1360845.4493920363,False,True
NGC2903,9.6,201.0,1.0,20612.258400000002,2061.32725,318.88580177517935,1388.247371119522,1868.078584799509,1815.6417107300497,1387.0962436903717,673.0798788804777,193.2486652004909,757877.306236896,False,True
NGC2903,10.56,199.0,1.0,19081.31,1943.152462121212,318.88580177517935,1385.4256770074985,1786.328791218007,1777.162547476103,1384.4833738322118,557.7267851137135,156.82367090320508,299204.31699342275,False,True
NGC2903,11.52,197.0,1.0,17872.79245,1817.3791276041666,318.88580177517935,1382.6136422265777,1710.3654117647886,1729.9699021121287,1381.880329179671,434.7654853775889,107.01371583937794,-200699.4467704619,False,True
NGC2903,12.48,196.0,2.0,16588.7846,1748.975592948718,318.88580177517935,1379.8112198309907,1639.6265510435042,1677.7702633869133,1379.2870544179932,369.16437311772734,109.34904190521388,-471861.8553479044,False,True
NGC2903,13.44,193.0,3.0,15326.227350000001,1631.158679315476,318.88580177517935,1377.018363171281,1573.6190687467126,1623.1566651713772,1376.7034946468655,254.14031614419514,57.539610568763464,-441721.4200311351,False,True
NGC2903,14.4,190.0,3.0,14239.316949999999,1518.1029895833333,318.88580177517935,1374.2350258926756,1511.9085099261076,1567.9050875077965,1374.1295953765436,143.8679636906577,6.194479657225656,-288162.3283374199,False,True
NGC2903,15.36,188.0,5.0,13276.98135,1436.6548600260417,318.88580177517935,1371.4611619321324,1454.1107410203615,1513.2041296916914,1371.5653025240215,65.19369809390923,-17.45588099431984,-203298.83188399667,False,True
NGC2903,16.32,187.0,5.0,12465.444899999999,1378.8943075980392,318.88580177517935,1368.696725516419,1399.8849654756605,1459.82622442264,1369.0105624092425,10.197582081620112,-20.990657877621288,-157750.07332509154,False,True
NGC2903,17.28,188.0,3.0,11697.680600000002,1368.421261574074,318.88580177517935,1365.9416711598092,1348.9278619321133,1408.2522733879116,1366.4653217513544,2.4795904142647487,19.49339964196065,-48279.305821867405,False,True
NGC2903,18.24,186.0,3.0,11046.275200000002,1291.1033333333332,318.88580177517935,1363.1959536618233,1300.9686410659178,1358.7610205813958,1363.9295276650055,-72.09262032849006,-9.865307732584597,-145925.39870098222,False,True
NGC2903,19.2,185.0,3.0,10470.538799999998,1237.2115208333335,318.88580177517935,1360.4595281051,1255.7648582864238,1311.492515697114,1361.40312765668,-123.24800727176648,-18.553337453090307,-447711.96155632223,False,True
NGC2903,20.16,185.0,3.0,9941.25695,1204.5507465277776,318.88580177517935,1357.732349853087,1213.098851525701,1266.4928795721057,1358.886069621078,-153.18160332530942,-8.548104997923474,-560231.0464328058,False,True
NGC2903,21.12,181.0,3.0,9479.902499999998,1102.3246922348485,318.88580177517935,1355.0143745479638,1172.7746984923276,1223.7457231865128,1356.378301837532,-252.68968231311533,-70.45000625747912,-306295.17920834274,False,True
NGC2903,22.08,178.0,3.0,9076.377349999999,1023.8959533514494,318.88580177517935,1352.3055581084923,1134.6156076021698,1183.194102549817,1353.8797729664643,-328.40960475704287,-110.7196542507204,-178917.24101188287,False,True
NGC2903,23.04,177.0,3.0,8694.9539,982.3804730902777,318.88580177517935,1349.6058567278887,1098.4616725548376,1144.7557884106686,1351.390432045884,-367.225383637611,-116.08119946455986,-75056.54740296931,False,True
NGC2903,24.0,182.0,4.0,8391.81965,1030.5075145833334,318.88580177517935,1346.915226871658,1064.167933106875,1108.3338244452887,1348.9102284879218,-316.40771228832455,-33.660418523541466,14703.198883972047,False,True
NGC2903,24.96,180.0,8.0,8100.832049999999,973.5243569711539,318.88580177517935,1344.2336252756172,1031.6026946949892,1073.8237696843378,1346.4391120754037,-370.7092683044633,-58.07833772383526,-108159.93007684551,False,True
NGC2915,0.34,13.5,10.1,1019.2706000000001,-2461.825294117647,802.5064954422961,1747.8986723047028,3245.417492833422,509.50941530046316,1709.742979815572,-4209.72396642235,-5707.242786951068,37537537.27800856,True,False
NGC2915,0.67,31.3,12.5,1253.1497000000002,-408.1488059701494,1170.196590612972,1676.1707335328772,2944.7200106251503,936.8609961104951,1634.0130071002993,-2084.3195395030266,-3352.8688165953,-1467531.9737692717,True,False
NGC2915,1.0,35.3,13.4,1203.3858,42.70419999999967,948.0894115642521,1609.2638920065992,2688.0290448397604,1259.025523988576,1564.7071347997955,-1566.5596920065996,-2645.3248448397608,-5264998.4887161,True,False
NGC2915,1.34,50.5,9.38,1104.8136000000002,1078.6838805970146,713.3751858211036,1544.8995767829722,2460.5136392785653,1475.0005352984354,1499.1927054805008,-466.21569618595754,-1381.8297586815506,3787643.1087563285,True,False
NGC2915,1.68,61.0,10.1,981.9027000000001,1630.4150595238095,741.7658924537893,1484.746848332583,2263.461286010607,1591.1013332121254,1438.9439903972363,145.66821119122642,-633.0462264867977,16086297.094509989,True,False
NGC2915,2.01,66.5,11.9,877.1336499999999,1763.7394776119406,795.0600599404206,1430.0302140637182,2096.1509804462257,1633.2507627134833,1384.9243842414942,333.70926354822245,-332.4115028342851,19117403.845699534,True,False
NGC2915,2.34,74.4,11.6,793.0693999999999,2026.6199145299147,747.0633930539555,1378.6136573290771,1948.4770660976603,1628.684994617831,1334.8139395093247,648.0062572008376,78.14284843225437,13308773.949240763,True,False
NGC2915,2.67,83.0,9.17,721.2513999999999,2310.018202247191,584.5336399369414,1330.2219562178118,1817.334984889514,1594.9108320784558,1288.203140389313,979.7962460293791,492.68321735767677,6146504.59277066,True,False
NGC2915,3.01,86.4,7.66,650.8507,2263.8236877076415,456.8991877204968,1283.267763975351,1696.875971458983,1542.5610013269682,1243.4663493053113,980.5559237322905,566.9477162486585,2791011.4975826507,True,False
