r,target_delta_g,nfw_full_delta_g,nfw_outer_delta_g,cored_isothermal_full_delta_g,gap_full_delta_g,gap_outer_delta_g,target_speed,nfw_outer_speed,target_slope,nfw_outer_slope,target_density_proxy,nfw_outer_density_proxy,gap_outer_density_proxy
2.112785388127854,2398.8118429764872,2550.340923700201,5124.474579268708,2303.3808688868444,-151.52908072371383,-2725.662736292221,71.19111328465632,104.05246279118798,0.5666983210449459,-0.18361019610553342,0.005394806048851633,0.008121729441342276,-0.0027269233924906476
2.2940639269406393,2509.9970658902103,2537.3259993346396,5044.862549949257,2443.9060736541765,-27.328933444429367,-2534.865484059047,75.88210411938759,107.57898118225678,0.5329822905776567,-0.19722652124958273,0.005125558109664415,0.00731138502433072,-0.0021858269146663046
2.4753424657534246,2610.63309530912,2524.422581765236,4967.30523387702,2573.4308556272554,86.21051354388419,-2356.6721385679,80.38787821133216,110.8863453531364,0.4997865868642535,-0.21056236745421586,0.004872697794191961,0.006624599798277168,-0.0017519020040851964
2.65662100456621,2701.4610073329304,2511.629318316265,4891.728217332609,2692.03661423028,189.83168901666522,-2190.267209999679,84.71574856599719,113.99766633925026,0.4671103579591289,-0.22362627061133367,0.004634688795579334,0.006035963228444477,-0.0014012744328651425
2.8378995433789957,2783.1724470421414,2498.9448775893898,4818.0605523721815,2799.9109921011923,284.2275694527516,-2034.8881053300402,88.87273944582724,116.93233873291582,0.43495224009366495,-0.23642652836461764,0.004410299462672377,0.005526542664113578,-0.0011162432014412032
3.019178082191781,2856.4129092596686,2486.3679490522068,4746.234559939012,2897.3319757181666,370.0449602074618,-1889.8216506793433,92.8655977707916,119.70683922111142,0.4033104673885646,-0.24897117376310973,0.004198501793271533,0.005081945385277231,-0.0008834435920056942
3.2004566210045664,2921.78479976531,2473.8972426363716,4676.185646144266,2984.6520665170083,447.88755712893817,-1754.400846378956,96.7008040688359,122.33531506580155,0.3721829451319252,-0.2612679638618829,0.003998410842709764,0.004691036902772117,-0.0006926260600623476
3.3817351598173517,2979.850291830053,2461.531488344607,4607.8521307058245,3062.283041338862,518.3188034854456,-1628.0018388757717,100.38458299397216,124.8300266828746,0.34156730043180517,-0.27332437721008773,0.0038092469679616913,0.004345070113408111,-0.0005358231454464244
3.563013698630137,3031.133991918078,2449.2694358669246,4541.175086621129,3130.681694802841,581.8645560511536,-1510.0410947030505,103.92291342907764,127.20168647273896,0.3114609183922852,-0.2851476166797937,0.003630311436030062,0.004037079464168543,-0.00040676802813848336
3.744292237442923,3076.1254274560815,2437.109854205385,4476.0981902296035,3190.3368362965725,639.0155732506964,-1399.972762773522,107.32153818979954,129.4597223375248,0.2818609687860629,-0.29674461550096964,0.0034609701039129757,0.003761450590951749,-0.0003004804870387709
3.925570776255708,3115.2813686868376,2425.0515313074607,4412.567580891416,3241.757707037865,690.2298373793769,-1297.286212204578,110.58597334531596,131.61248551638514,0.25276442634633156,-0.30812204518502995,0.003300642115770937,0.0035136088754880793,-0.00021296675971713735
4.1068493150684935,3149.0279958023248,2413.093273707575,4350.531729574243,3285.4638917367934,735.9347220947498,-1201.5037337719186,113.7215171710802,133.66741657481725,0.2241680866916056,-0.31928632450780015,0.003148791803426649,0.0032897902787183972,-0.0001409984752917458
4.288127853881279,3177.7629217870553,2401.2339061767257,4289.941315698617,3321.9767262110604,776.5290156103297,-1112.1783939115612,116.73325874808013,135.63117948083817,0.19606857920921072,-0.33024362902365567,0.003004922684914676,0.0030868701673839633,-8.194748246928823e-05
4.469406392694064,3201.857080690105,2389.472271379961,4230.749111645652,3351.812146620055,812.3848093101437,-1028.8920309555474,119.62608622256731,137.50977101818552,0.168462377790064,-0.3409999007711093,0.002868572871608367,0.002902233709551669,-3.3660837943304e-05
4.6506849315068495,3221.6564903819303,2377.8072295413976,4172.909874379628,3375.474886368735,843.8492608405327,-951.2533839976973,122.40469473966463,139.30861090870684,0.1413458100253706,-0.35156085795027536,0.002739311444449233,0.0027336765236966047,5.634920752626848e-06
4.831963470319635,3237.4838982346396,2366.2376581167964,4116.380243681816,3393.4539010884478,871.2462401178432,-878.8963454471764,125.07359406372629,141.03261667931986,0.11471506528880582,-0.3619320044318499,0.0026167355134512466,0.0025793276540122855,3.740785943895951e-05
