galaxy,coef_mode_1,coef_mode_2,coef_mode_3,coef_mode_4,coef_mode_5,coef_mode_6,Rdisk_kpc,Vflat_kms,n_points,coverage_fraction,acceleration_scale,iso_beats_nfw_full,log_beats_nfw_full,central_overshoot_after_outer_nfw,inner_gap_mean_norm_after_outer_nfw,nfw_full_relative_rmse,iso_full_relative_rmse
NGC0300,0.3865215034454349,1e-12,5.37254673469383e-08,0.015878521018872722,5.3717507698089577e-11,0.013179270765184015,1.75,93.3,25,0.7222222222222222,962.9290066181007,True,False,False,-0.0187451095282832,0.1827239558362437,0.1120517279157171
NGC0801,1e-12,0.49665264058240194,1e-12,1e-12,1e-12,1e-12,8.72,220.1,13,0.9444444444444444,3162.6517139480034,True,True,False,0.3492572006032196,0.7912811236968506,0.6874809599167611
NGC0891,1e-12,1e-12,1e-12,1.052030085465542,0.054399134286902566,1e-12,2.55,216.1,18,0.8333333333333334,3584.8517388111536,True,True,True,-0.8606894572366669,1.084893458136537,0.9993856690951208
NGC1003,1e-12,1e-12,0.5299176604710273,1e-12,1e-12,0.03635607354437674,1.61,109.8,36,0.6666666666666666,602.0561571420582,False,True,False,0.1496127059070421,0.192803607620898,0.1790986171820375
NGC1090,0.6427287495989997,1e-12,0.18448306647793772,0.0014613790751201734,1e-12,0.06569792611400392,3.53,164.4,24,1.0,1221.8770805926254,True,False,False,-0.559768508536927,0.8732443692269534,0.5202708966427029
NGC2403,1e-12,0.059507396458011376,1e-12,1e-12,0.06321981822725324,0.0595593493241385,1.39,131.2,73,1.0,1819.9691674834633,False,True,False,0.0390552740176021,0.1803454644566505,0.4606127437187147
NGC2683,1e-12,0.00017889789691917773,1.8526563408591379,1e-12,1e-12,1e-12,2.18,154.0,11,0.5138888888888888,1695.342056357199,False,False,False,0.1225507730997325,0.189906831992618,0.154093089384669
NGC2841,1e-12,0.00011063296664519682,0.06020313556960746,1e-12,1e-12,0.12986284766943068,3.64,284.8,50,0.6111111111111112,5582.14603115408,True,True,False,0.138600410312858,0.0749874678796681,0.060820276391395
NGC2903,0.5666797714838421,0.0004788572219357192,1e-12,1e-12,0.061115229892816356,0.0022333144335839657,2.33,184.6,34,1.0,10629.526725839312,True,False,True,-0.5089484098195939,1.0251388705210591,0.9967532977068296
NGC2915,2.5610869489360826,1e-12,0.019888190204180603,0.557380736775869,0.6853443303141457,1e-12,0.55,83.5,30,0.7361111111111112,1319.9911553834372,True,False,False,-0.6482806237581799,0.7346607528064881,0.5141316692840897
NGC2955,0.5439334628067134,1e-12,1e-12,1e-12,1e-12,0.0040659298294980885,18.76,0.0,24,0.5833333333333334,2802.082736582373,True,False,True,-1.4293703746745463,0.7748623326231409,0.8924528400632029
NGC2976,0.23244277877729594,1e-12,0.10855565994980618,0.062230008257958234,5.362207597593847e-08,0.001971177347638004,1.01,85.4,27,0.625,1200.310783382122,True,True,True,-0.7902180496468252,0.4789255024941256,0.1684936940365854
NGC2998,1e-12,0.24700640941613994,1e-12,1e-12,1.8670748785422717e-08,1e-12,6.2,209.9,13,0.9444444444444444,7575.79856855336,True,True,False,0.5787250434367158,0.5287079563630025,0.5955379520576655
NGC3109,0.1656372145705826,1e-12,0.10837836344231157,0.08276999032430414,0.0009795571735278965,3.4478584126891796e-08,1.56,66.2,25,0.8055555555555556,656.2968059701493,True,True,True,-0.4747230475926165,0.3317588900109423,0.0501147378398509
NGC3198,0.7238749255593031,1e-12,0.002434247272722239,0.04732657674658454,0.02364137413672388,0.0014652051772552075,3.14,150.1,43,1.0,1409.442880952242,True,False,True,-0.712611373448387,0.9560066497349744,0.5747754703210288
NGC3521,1e-12,0.2310185918790959,1e-12,3.751526473487832e-09,0.03235636149478903,0.04067653297630483,2.4,213.7,41,0.9722222222222222,3145.2359665212357,False,True,False,0.1166247820776524,0.3469099364251325,0.6044005203281476
NGC3726,0.001095131901788451,4.5957932587587825e-12,1.1517129394579686,0.002244120252970822,0.003151619023656897,0.015022671344908227,3.4,168.0,12,0.5972222222222222,723.7959208022196,False,True,False,-0.1047850739778823,0.3163623464476538,0.2491963044426006
NGC3741,1e-12,1e-12,0.6242687982688991,1e-12,0.10234438412517646,1e-12,0.2,50.1,21,0.5555555555555556,448.39663605471367,False,False,False,-0.0458216108977504,0.1246594698211628,0.3136087057068382
NGC3769,0.8010407657957499,1e-12,0.3390474157235095,0.30076057578578064,1e-12,0.001990265074675883,3.38,118.6,12,0.7916666666666666,730.5700719096711,True,False,True,-1.0382884778577928,0.7306382349187124,0.3970810972606511
NGC3877,1.2447900788545045,1e-12,0.15062799731716928,1e-12,1e-12,0.12001591248785684,2.53,168.4,13,0.7361111111111112,2129.740064977971,True,False,False,-0.5062150080567638,0.8783330459808825,0.7656528001093621
NGC3893,1.5661476690921345,1e-12,0.1432801202546818,0.3078901824092573,1.776859122802672e-10,1e-12,2.38,174.0,10,0.6944444444444444,1814.5307951633458,True,False,True,-0.6041762745994818,0.4933527711728156,0.2567405263598045
NGC3917,0.4806043474186922,1e-12,0.25654179115338566,0.048916745234310575,1.589201428765221e-05,1e-12,2.63,135.9,17,0.8055555555555556,1318.776756590008,True,False,True,-0.6315854972598329,0.353451757934389,0.1699440887283503
NGC3953,1e-12,0.1298427643979606,1e-12,1e-12,0.0018120916519788826,0.06544758290410793,4.89,220.8,8,0.4305555555555556,2404.0127530944105,True,False,False,0.145075008500455,0.0851713405802888,0.0612432396935362
NGC3972,0.19534263200052532,1e-12,1e-12,1e-12,1e-12,0.08537966658406296,2.18,132.7,10,0.6527777777777778,1628.5312302997463,True,False,False,0.0488494095845537,0.2598526067324092,0.1452090959564149
NGC3992,0.2386271624558171,1e-12,0.095708790664164,1e-12,4.306782440630737e-08,0.038753530660812545,4.96,241.0,9,0.4166666666666667,2153.6813419672826,False,False,False,0.0226692538158901,0.0405930176452062,0.036724274982362
NGC4010,1.4976274319012834,1e-12,0.32305382763497603,0.9187793369514421,0.0054557433570366345,1e-12,2.81,125.8,12,0.7083333333333334,1033.0445570231225,True,True,True,-3.2153041500139143,0.3366517869854396,0.3189328795512763
NGC4013,2.1657665621074204e-12,3.937892444814324,0.2356453711835292,1e-12,0.0005219349647996405,1e-12,3.53,172.9,36,0.4722222222222222,1118.9197910731948,False,True,False,0.3379201588819053,0.21902355217199,0.2806133596274121
NGC4088,2.3259943180890073,1e-12,1e-12,1e-12,0.6350006535721231,0.00019500401038358015,2.58,171.7,12,0.7083333333333334,623.8245073040525,True,True,True,-1.2096855223558902,1.10386167399003,0.8301585292137292
NGC4100,11.137591362452078,1e-12,1e-12,0.4347965873567007,0.22306985017450812,1e-12,2.15,158.2,24,0.5416666666666666,2027.3019173986074,False,False,True,-0.6315117113407854,0.1993353366090273,0.141114282767201
NGC4157,0.4438420709783943,1e-12,0.30016556781667963,0.6424308688351331,3.7730343082003875e-08,0.00733546644020519,2.32,184.7,17,0.6805555555555556,972.5672033357049,True,False,False,-0.5402012970842085,0.6980256924503887,0.5220194597182147
NGC4183,0.08688575274246502,1e-12,1e-12,1e-12,0.0022132700224602514,0.04076731985468401,2.79,110.6,23,0.9027777777777778,1038.653734062846,True,False,False,0.003425181347034,0.1139924085567744,0.1497643231799192
NGC4217,0.6706389620693581,1e-12,0.21357142043539784,0.49297952788490623,0.017341789768797924,1e-12,2.94,181.3,19,0.8472222222222222,5987.51249471349,True,True,True,-0.9207755588842388,1.0279271545699429,1.00579441780205
NGC4559,0.3891537314036775,1e-12,0.006399382022262855,6.629244459007881e-06,0.26404942220034555,1e-12,2.1,121.2,32,0.9305555555555556,744.2530387385708,True,False,True,-0.4685041344317726,0.2500027177270847,0.2111699179848194
NGC5005,0.1180615536492294,1e-12,1e-12,1e-12,4.362294641561271e-10,0.0017704053198211796,9.45,262.2,18,0.4583333333333333,3939.2865442492584,True,True,True,-0.7272436822806307,1.0957473137434823,0.9283830449607712
NGC5033,0.9355392219566863,1e-12,0.0378948910775525,0.045369503321305786,0.001270578964560564,1e-12,5.16,194.2,22,1.0,4816.834445368799,True,False,True,-0.7180537805184939,1.162831049895593,0.9921961228270108
NGC5055,0.9681760929906199,1e-12,0.00018607898021880847,0.3020097757141462,0.2174832109269023,1e-12,3.2,179.0,28,1.0,1437.995122340203,True,False,True,-1.0429714411872395,1.161420222237857,0.9538677993318904
NGC5371,1e-12,0.6689568478817026,1e-12,1e-12,1e-12,1e-12,7.44,209.5,19,0.9166666666666666,3500.3729911964597,True,True,False,0.6190607100432223,0.4493957881627798,0.1077238547075524
NGC5585,3.1445767312502575e-12,1e-12,0.3415696426653998,0.3225329941402939,0.009096161587527206,1e-12,1.53,90.3,24,0.9583333333333334,758.3591246646866,True,True,True,-1.19451379974699,0.3841755284815132,0.4550679947930022
NGC5907,1e-12,2.9792565678710905,6.327392232924552e-10,1e-12,1e-12,3.4614611898219286e-09,5.34,215.0,19,0.6111111111111112,2047.1557334231736,True,True,False,0.3602597656065913,0.2329537923631029,0.0797072085778722
NGC5985,1e-12,0.21793393748624446,1e-12,1e-12,3.4877991466053214e-08,0.11894315328734421,7.01,293.6,33,0.6527777777777778,5424.409426104256,True,False,False,0.2687523525830301,0.0882898694843193,0.0834879091853247
NGC6015,1e-12,0.19375036322358036,1e-12,1e-12,1e-12,0.2817649675250172,2.3,154.1,44,1.0,2344.5925182849332,True,True,False,0.3633074246610042,0.2948893271934401,0.2073396218752692
NGC6195,1.2876049869790283e-09,0.02992610720699524,0.08711758992253928,1e-12,1e-12,1e-12,13.94,251.7,23,0.6805555555555556,1874.0259957567735,True,True,False,-0.2319225324442666,0.9796253357426702,0.9329847241010516
NGC6503,1e-12,0.30941233224548814,1e-12,0.170549410513732,1e-12,1e-12,2.16,116.3,31,0.8888888888888888,1288.541743634041,True,False,False,0.0377657796130772,0.3590155008203843,0.547540718311081
NGC6674,1e-12,0.02994733617164063,0.013790922954791462,1e-12,1e-12,0.5609348607130873,6.04,241.3,15,0.8472222222222222,2807.1976917771917,True,True,False,0.4119112215042603,0.2853365174957876,1.0397291174900567
NGC6946,0.09484772852491648,1e-12,1e-12,0.01254237964674523,0.0262869947204144,4.771341741688672e-12,2.44,158.9,58,1.0,10454.278383277915,True,False,True,-0.2953896312178174,1.0159722913986715,0.996087075566479
NGC7331,1.7019178779218298,1e-12,0.30038040379813696,0.2959681230955555,1e-12,1e-12,5.02,239.0,36,0.7361111111111112,1797.9693675634314,True,True,True,-0.9951914994714646,1.1059739653404042,0.928471884666742
NGC7793,0.29227862088649653,1e-12,8.713689647484913e-05,0.3645699102828565,0.09349722216897054,0.0017220617490314367,1.21,0.0,46,0.9305555555555556,1884.4531239622113,True,False,True,-1.379161813963446,0.5937327054813123,0.556613144971495
NGC7814,1.18118710661321,0.00020403926045866014,0.0014885074724602894,0.12111683988617365,1e-12,0.0004364350687774587,2.54,218.9,18,0.9861111111111112,5752.807919214848,True,False,True,-0.7099129173496033,1.1194938093104612,0.9515419151684836
UGC00128,0.240520190791503,1e-12,1e-12,1e-12,1e-12,0.0691094583333911,5.95,129.3,22,1.0,685.5126603861332,True,False,False,-0.0770116143619487,0.3578368940304079,0.0767338105939259
UGC00191,0.27372597400756515,1e-12,0.05369298939867726,1e-12,1e-12,0.026536722003593558,1.58,0.0,9,0.7916666666666666,1216.4951059298614,True,False,False,-0.2008006373208848,0.2819669224747991,0.1497576759167188
UGC00731,0.32029708151204617,1e-12,2.2394177236925927e-06,0.07529609850148582,0.004021017357685226,0.00023923627045621058,2.3,73.3,12,0.7083333333333334,699.2136851431939,False,False,True,-0.2707024763941584,0.086503935991565,0.0891636545592185
UGC01281,0.47423236821302134,1e-12,0.19736187057737511,0.16634950958118483,7.014023312722811e-11,8.171037779532713e-08,1.63,55.2,25,0.7222222222222222,542.8353977272727,True,True,True,-1.3646563694005929,0.3439962797655919,0.176889456741981
UGC02259,1e-12,0.15204522550594016,1e-12,1e-12,0.0007711441763009872,0.05545277935596212,1.62,86.2,8,0.5972222222222222,1625.7915762167552,False,True,False,0.1509184641819115,0.0289948904585473,0.0630767368193806
UGC02487,1e-12,1e-12,1e-12,1.003604876058368e-12,0.15172475890365322,1e-12,7.89,332.0,17,0.5277777777777778,4094.2754942660367,False,False,False,-0.1177116340635041,0.0816270692269939,0.057979593114439
UGC02885,1e-12,0.12722882482476233,1e-12,1e-12,1e-12,0.019167947783052516,11.4,289.5,19,0.9305555555555556,5603.513657486513,False,True,False,0.4062522038364998,0.8096586642352661,0.9233802818577944
UGC02916,0.08825711972116512,1e-12,0.1774076357457798,1e-12,1e-12,1e-12,6.15,182.7,43,0.9166666666666666,9957.453089650635,True,False,False,-0.0061538699911431,0.9818975155173176,0.9965125642560948
UGC02953,0.027573242131146588,1e-12,0.0360983624508196,0.008719523150639803,1.0897846652136496e-08,1e-12,3.55,264.9,115,1.0,55396.24176592737,True,False,False,0.129609857979122,0.9854740037823186,0.9978250320483784
UGC03205,0.2465798354539122,1e-12,1e-12,1e-12,7.516557340033687e-12,0.2260502416503186,3.19,219.6,48,1.0,4529.202596916463,True,True,False,0.2784079537858173,0.5845356840638143,0.6398016796132653
UGC03546,0.3173499928237625,1e-12,1e-12,1e-12,0.024989858314563858,3.9623499882195025e-12,3.79,196.9,30,0.9861111111111112,16903.32450148249,True,True,True,-0.681783779770636,1.0299671792871516,1.0042263652584495
UGC03580,0.45041373092733955,1e-12,0.2554089231565131,0.0010486588304305436,0.0063785116840958615,1e-12,2.43,126.2,47,1.0,3200.986232569795,True,True,True,-0.5550954665574948,1.0365369029726412,1.002347969102068
UGC04278,0.27728105298254396,1e-12,3.496785542614753e-05,0.30506812800272104,0.013949393752956544,0.0002544439115090402,2.21,91.4,25,0.7222222222222222,824.3728401631148,True,True,True,-0.980425113090676,0.2877742846264675,0.2025438248364182
UGC04325,0.3695664164776237,1e-12,1e-12,1e-12,1e-12,0.01610270940588818,1.86,90.9,8,0.5833333333333334,2106.2718168570264,True,False,False,-0.1756299447041323,0.2047265179041592,0.0824906540334163
UGC04483,0.36979220046648603,1e-12,7.084907277966652e-06,0.3584305572011772,0.0424064527121317,0.0007372020295722172,0.18,0.0,8,0.7777777777777778,389.12267514677103,True,False,True,-0.926658966063846,0.3258082290477809,0.150373454007141
UGC04499,0.6741944328282994,1e-12,0.12858953938348194,0.045789264833513005,0.009077697857923004,1e-12,1.73,72.8,9,0.625,654.0337064220181,True,False,True,-0.4697454034600598,0.3008560220475489,0.1156975266859712
UGC05005,0.20976666445221134,1e-12,0.17179378092666803,0.1534036908469172,0.11732342852463573,1e-12,3.2,98.9,11,1.0,382.7209848125297,True,False,True,-0.8868062503916391,0.3237510221059797,0.0584969094170113
UGC05253,0.0057100778065998425,1e-12,0.006320826624133227,1e-12,1e-12,0.0005454680878004255,8.07,213.7,73,0.9444444444444444,35694.19795453443,True,False,False,0.1559643102291408,0.98914808106724,0.9982949910969416
UGC05716,1e-12,0.023988606784645764,1e-12,1e-12,0.06986963631249421,1e-12,1.14,73.1,12,0.625,698.3799202246994,False,False,False,-0.0398909814860498,0.0712969935353455,0.2888611432553584
UGC05721,0.09900628572413118,1e-12,0.532508045293326,9.839478885688973e-05,0.5976851360242772,1e-12,0.38,79.7,23,1.0,2508.484393939393,True,False,True,-1.043743577126782,0.3409618961263191,0.2115322571940977
UGC05750,0.5428973487850063,1e-12,0.25609225257320667,0.2755625674620941,0.008508067653294154,1e-12,3.46,0.0,11,0.9444444444444444,358.1535207823961,True,True,True,-1.725136378384038,0.4639184628811588,0.147718011838012
UGC05764,5.8132475341919205,1e-12,0.016466124433186465,0.1144379235763938,1.8232575883226313e-08,2.7932572404153214e-07,1.17,0.0,10,0.6527777777777778,1188.0663117639529,True,False,True,-4.020568698931951,0.2130635465268916,0.1172707609841109
UGC05829,0.05994824608927348,1e-12,1e-12,1e-12,2.0268878720471405e-12,0.03681652067879871,1.99,0.0,11,0.6805555555555556,477.6453184713375,False,False,False,0.0185777448303652,0.124547400300717,0.1417586544791031
UGC05918,0.17741440962636945,1e-12,1e-12,1e-12,1e-12,0.0037308133477744207,1.66,0.0,8,0.5833333333333334,481.4706900540545,True,False,False,-0.1206952258721002,0.146301883627387,0.0361946394199092
UGC05986,0.7565128372824758,1e-12,0.08848586435545584,0.35312977863970785,0.009186077774216548,1e-12,1.67,113.0,15,0.7638888888888888,1708.966861702128,True,False,True,-1.3158000773049925,0.2811669786442917,0.0868022887388575
UGC06399,0.525616628553904,1e-12,0.09957587272605517,0.14646660985446877,2.0182209097197234e-06,1e-12,2.05,85.0,9,0.625,931.9330791498951,True,False,True,-0.5999836628125458,0.2413152545772649,0.0391635726368826
UGC06446,0.31120856748557624,1.1506997210141419e-05,1e-12,1e-12,0.043070282008704164,0.001731426636077891,1.49,82.2,17,0.8055555555555556,1170.6333311059086,False,False,False,-0.1670252494349963,0.1905750919207282,0.1336021238814221
UGC06614,2.6416376997777684,1e-12,0.01407776599769256,0.4271242251575154,0.15914254882014897,1e-12,5.1,199.8,13,0.7222222222222222,847.9218895034379,True,False,True,-0.9052343393226858,0.8938297296528307,0.6994123541127986
UGC06667,0.24276969815789037,1e-12,1e-12,1e-12,1e-12,0.00107627027321968,5.15,83.8,9,0.5277777777777778,1108.7560496183207,True,False,True,-0.4488123669479811,0.1757034654216995,0.0469170109344905
UGC06786,0.0823669207740165,1e-12,0.0026948428599739434,1e-12,2.88170405649232e-12,0.0019687953322245337,3.6,219.4,45,1.0,15346.733315853007,False,False,False,0.1707300063366849,0.9040835028476704,0.969888056253161
UGC06787,0.3158205498657298,1e-12,1e-12,1e-12,1e-12,0.03233993180594798,5.37,248.1,71,0.9583333333333334,7923.9299094441,True,False,False,-0.4206359590365948,1.10756623157961,0.9735392763899898
UGC06818,1.552789604347678e-12,1e-12,3.6333891354191884e-08,0.29866236123880535,0.2795055943139674,0.0016544193896471445,1.39,71.2,8,0.5972222222222222,502.37912668057265,True,True,True,-3.142840106951084,0.5253374829611338,0.270450043380336
UGC06917,0.24723417919795496,1e-12,0.124726168131013,1e-12,1e-12,0.012940896079932544,2.76,108.7,11,0.5138888888888888,1181.1460891390022,True,False,False,-0.1175290742279537,0.1322534732371422,0.0484900970405338
UGC06930,0.30367245209494526,1e-12,1e-12,1e-12,1e-12,0.026673922170113797,3.94,107.2,10,0.6388888888888888,922.663995964721,True,False,False,-0.0933050103795099,0.2426510395370113,0.1062619889945145
UGC06983,1.0108076383454128,1e-12,1e-12,1.0010530414814079e-12,0.025738163039654656,0.0005023917264554582,3.21,109.0,17,0.625,1192.2921658931468,True,False,True,-0.3056149762804395,0.2467905445444166,0.1620341050507004
UGC07089,0.10846567510035378,1e-12,1e-12,0.08975771571177346,0.0018091546673007328,0.0005126066662638622,2.26,0.0,12,0.6805555555555556,472.2854749027907,True,True,True,-0.2941921616620811,0.1746470123903895,0.1398988663816313
UGC07125,0.8140572233479721,2.694327921936497e-06,0.04422376058692053,0.19668733392572454,1.8610375888440917e-05,0.00019017114491224048,3.38,65.2,13,0.7361111111111112,234.8840278988665,True,False,True,-0.6674071960215303,0.2966048197234272,0.0768166163016889
UGC07151,0.34897132735844255,1e-12,0.0713811522625623,1e-12,1e-12,0.05856074683701483,1.25,73.5,11,0.6805555555555556,1031.04075397233,True,False,False,-0.1296706139365429,0.2883938737658138,0.1414687464609386
UGC07323,0.13711705366888294,1e-12,0.11823312783311835,0.12543072683070086,1e-12,1e-12,2.26,0.0,10,0.6527777777777778,717.4387366961217,True,True,True,-0.4963544881208069,0.1987955199317547,0.1796421424298257
UGC07399,0.03791425791540381,1e-12,1e-12,1e-12,1e-12,0.05685413316321584,1.64,103.0,10,0.6527777777777778,2482.4824664837647,True,False,False,0.0569235959742044,0.1199275976354253,0.0487159577400367
UGC07524,0.37638843679674133,1e-12,0.1838118870557599,0.05414030107442016,1e-12,1e-12,3.46,79.5,31,0.7222222222222222,651.2763570391872,True,False,True,-0.5961684740293428,0.2073405217274172,0.1247769759716852
UGC07577,1e-12,1e-12,0.03466316016396911,0.29537537644130296,1e-12,0.014180591740251993,0.9,0.0,9,0.5833333333333334,48.47572892115234,True,True,True,-0.8952602868720333,0.5598501374516532,0.5264755512215887
UGC07603,0.6923797170469859,1e-12,0.011174328321211456,0.34417366149376677,0.12117573085633325,1e-12,0.53,61.6,12,0.7083333333333334,1123.0258452704538,True,False,True,-0.8835608247625956,0.2662192525712057,0.0687118636712555
UGC08286,0.36069692894192223,1e-12,0.17342136471884473,1e-12,1e-12,0.04712078071611865,1.05,82.4,17,0.8194444444444444,1361.554099798245,True,False,False,-0.1325584875068549,0.2785813923916032,0.0906951096940125
UGC08490,1e-12,1e-12,7.990107557145046e-10,0.06923277833520915,1e-12,0.020235264019927802,0.67,78.6,30,0.7916666666666666,1487.5359991255189,False,False,False,0.0180189475843499,0.0829280304222684,0.1968835029265779
UGC08550,2.4044441239797827e-12,1.2425150157378775e-12,0.7061572919348992,1.217865414871436e-08,1e-12,0.012673144228104812,0.45,56.9,11,0.5694444444444444,892.6710711662611,True,False,False,-0.0002579777007357,0.1709304599097834,0.0957971457082182
UGC08699,0.2752162333430984,0.02581521635208764,1e-12,1e-12,0.012583480748617098,0.00569368827238122,3.09,182.4,41,1.0,7103.100867028739,False,True,False,-0.3186300855576421,1.038873081963581,0.9835198049045524
UGC08837,0.3108402768651956,1e-12,0.04928508919235815,0.2024458062574429,1.3128143359099888e-06,0.004304292250272306,1.72,0.0,8,0.5972222222222222,253.95498899039694,True,True,True,-1.2873810925767066,0.5330016036630879,0.1578593528510541
UGC09037,2.348373887500362,1e-12,0.3525171028282565,0.12931200868534987,0.1365478610794167,1e-12,4.28,152.3,22,0.6944444444444444,741.9143365446928,True,True,True,-0.9705508056494944,0.9364093414022396,0.7796689106136094
UGC09133,0.05276615147765167,1e-12,0.019164196418424515,0.001289138560768499,1.5431728180090037e-12,0.0005711092752650813,6.97,226.8,68,1.0,21246.10648262277,True,False,False,0.1272020046848944,0.9781915051412464,0.9957099700262092
UGC11455,0.567098120126013,7.5500136132034834e-06,1e-12,1e-12,0.0803929043560957,0.030371325531337402,5.93,269.4,36,0.9583333333333334,1772.9802914395161,True,True,True,-0.4766698227844458,0.6480989451971971,0.4960658904826969
